ORDERDATE;SALES;CURRENCY;PRODUCT;CUSTOMERNAME;COUNTRY
2019-11-18;380323,4;JPY;Product B;Customer 23;Japan
2019-03-20;220851,06;JPY;Product B;Customer 24;Japan
2019-11-07;351622,34;JPY;Product B;Customer 22;Japan
2019-06-03;2136,88;SGD;Product B;Customer 78;Signapore
2019-08-01;20787;DKK;Product B;Customer 85;Denmark
2019-04-21;3391,22;CHF;Product B;Customer 40;Switzerland
2019-05-23;2739,09;GBP;Product B;Customer 24;United Kingdom
2019-08-18;1428,77;CAD;Product B;Customer 62;Canada
2019-11-23;2918,88;EUR;Product B;Customer 21;Germany
2019-08-30;11825,63;DKK;Product B;Customer 67;Denmark
2019-05-25;12193,86;CNY;Product B;Customer 68;China
2019-01-27;1785,51;USD;Product B;Customer 40;United States
2019-01-07;12858,75;DKK;Product B;Customer 42;Denmark
2019-05-16;24928,57;CNY;Product B;Customer 5;China
2019-10-23;9418,5;DKK;Product B;Customer 8;Denmark
2019-07-02;18003;DKK;Product B;Customer 69;Denmark
2019-07-25;2043,15;CHF;Product B;Customer 24;Switzerland
2019-09-14;14694;DKK;Product B;Customer 10;Denmark
2019-07-15;1205,04;USD;Product B;Customer 70;United States
2019-01-20;3966,42;CAD;Product B;Customer 49;Canada
2019-06-08;1170,22;CHF;Product B;Customer 23;Switzerland
2019-02-23;3966,42;CAD;Product B;Customer 71;Canada
2019-05-22;8747,14;CNY;Product B;Customer 72;China
2019-03-11;144617,02;JPY;Product B;Customer 70;Japan
2019-10-05;2566,45;AUD;Product B;Customer 73;Australia
2019-03-26;3047,49;AUD;Product B;Customer 69;Australia
2019-07-25;2211,08;SGD;Product B;Customer 25;Signapore
2019-06-16;2653,88;EUR;Product B;Customer 46;Germany
2019-03-17;2584,14;EUR;Product B;Customer 11;Germany
2019-04-24;3816,39;SGD;Product B;Customer 24;Signapore
2019-12-30;2110,14;EUR;Product B;Customer 74;Germany
2019-08-19;203280,85;JPY;Product B;Customer 24;Japan
2019-06-03;17361,71;CNY;Product B;Customer 40;China
2019-04-21;18101,88;DKK;Product B;Customer 20;Denmark
2019-09-07;2203,51;CAD;Product D;Customer 87;Canada
2019-04-21;2055,77;AUD;Product D;Customer 20;Australia
2019-05-04;10726,38;DKK;Product D;Customer 89;Denmark
2019-09-21;3460,09;CAD;Product D;Customer 51;Canada
2019-12-26;11876,63;DKK;Product D;Customer 17;Denmark
2019-02-16;14427,43;CNY;Product D;Customer 38;China
2019-11-30;14202;CNY;Product D;Customer 52;China
2019-08-16;2042,03;AUD;Product D;Customer 53;Australia
2019-05-22;2687,63;SGD;Product D;Customer 67;Signapore
2019-08-13;3934,14;AUD;Product D;Customer 55;Australia
2019-06-29;4373,11;CAD;Product D;Customer 24;Canada
2019-06-16;1496,48;EUR;Product D;Customer 42;Germany
2019-09-02;3882,13;SGD;Product D;Customer 86;Signapore
2019-05-19;1440,97;EUR;Product D;Customer 90;Germany
2019-12-01;1576,74;USD;Product D;Customer 30;United States
2019-11-24;5021,82;SGD;Product D;Customer 60;Signapore
2019-07-06;1258,28;EUR;Product D;Customer 87;Germany
2019-04-21;2492,25;EUR;Product D;Customer 36;Germany
2019-02-04;3659,77;AUD;Product D;Customer 50;Australia
2019-05-16;3337,86;EUR;Product D;Customer 21;Germany
2019-07-21;3036;USD;Product D;Customer 61;United States
2019-11-11;15940;CNY;Product D;Customer 24;China
2019-07-26;3384,42;SGD;Product D;Customer 2;Signapore
2019-04-20;2173,6;USD;Product D;Customer 62;United States
2019-11-20;1161,67;CHF;Product D;Customer 88;Switzerland
2019-10-16;396214,89;JPY;Product B;Customer 78;Japan
2019-02-14;5203;USD;Product B;Customer 85;United States
2019-03-30;4886,62;AUD;Product B;Customer 43;Australia
2019-02-18;334914,89;JPY;Product B;Customer 79;Japan
2019-09-18;1868,29;EUR;Product B;Customer 14;Germany
2019-09-05;8437,93;CAD;Product B;Customer 40;Canada
2019-01-21;7839,44;AUD;Product B;Customer 41;Australia
2019-06-07;3440,13;GBP;Product B;Customer 75;United Kingdom
2019-05-05;4039,26;USD;Product B;Customer 24;United States
2019-03-15;4092,89;CHF;Product B;Customer 56;Switzerland
2019-07-13;16726,5;CNY;Product B;Customer 84;China
2019-02-19;31943,63;DKK;Product B;Customer 75;Denmark
2019-09-19;8566,67;SGD;Product B;Customer 24;Signapore
2019-03-28;6585,49;CAD;Product B;Customer 66;Canada
2019-10-17;13250,88;DKK;Product B;Customer 86;Denmark
2019-01-19;4236,14;USD;Product B;Customer 24;United States
2019-02-06;1628,41;EUR;Product B;Customer 22;Germany
2019-12-19;1067,2;CHF;Product B;Customer 78;Switzerland
2019-11-03;15580,5;DKK;Product B;Customer 85;Denmark
2019-01-19;12447,5;DKK;Product B;Customer 40;Denmark
2019-08-17;3407,91;EUR;Product B;Customer 24;Germany
2019-09-08;3214,99;EUR;Product B;Customer 62;Germany
2019-09-18;3536,7;CAD;Product B;Customer 21;Canada
2019-05-17;5383,11;CAD;Product D;Customer 49;Canada
2019-10-29;2496,02;GBP;Product D;Customer 20;United Kingdom
2019-07-17;5269,59;CAD;Product D;Customer 50;Canada
2019-07-01;2608,07;AUD;Product D;Customer 51;Australia
2019-02-24;15708,81;DKK;Product D;Customer 17;Denmark
2019-12-17;15199,63;DKK;Product D;Customer 38;Denmark
2019-04-13;1305,62;EUR;Product D;Customer 52;Germany
2019-11-12;21996;CNY;Product D;Customer 53;China
2019-08-03;1900,36;USD;Product D;Customer 54;United States
2019-08-19;1701,78;EUR;Product D;Customer 55;Germany
2019-02-16;5143,69;SGD;Product D;Customer 56;Signapore
2019-11-22;10969,56;DKK;Product D;Customer 1;Denmark
2019-10-04;3956,75;CHF;Product D;Customer 24;Switzerland
2019-07-14;3137,76;GBP;Product D;Customer 57;United Kingdom
2019-07-12;2075,59;EUR;Product D;Customer 58;Germany
2019-06-10;2357,36;SGD;Product D;Customer 90;Signapore
2019-01-05;1583,48;GBP;Product D;Customer 30;United Kingdom
2019-05-30;2135,42;CHF;Product D;Customer 60;Switzerland
2019-10-11;13178,57;CNY;Product D;Customer 25;China
2019-03-25;3462,67;SGD;Product D;Customer 36;Signapore
2019-04-21;1187,8;GBP;Product D;Customer 24;United Kingdom
2019-08-28;2064,05;EUR;Product D;Customer 61;Germany
2019-03-12;336700;JPY;Product D;Customer 40;Japan
2019-12-26;356498,94;JPY;Product D;Customer 40;Japan
2019-12-13;2837,33;CHF;Product D;Customer 62;Switzerland
2019-12-09;3891,81;USD;Product D;Customer 59;United States
2019-01-03;5448,8;USD;Product B;Customer 67;United States
2019-08-01;5087,94;CHF;Product B;Customer 68;Switzerland
2019-10-15;39600,44;DKK;Product B;Customer 40;Denmark
2019-02-10;2691,64;CHF;Product B;Customer 42;Switzerland
2019-09-26;3754,09;GBP;Product B;Customer 55;United Kingdom
2019-08-24;3292,72;EUR;Product B;Customer 64;Germany
2019-03-05;3861,75;USD;Product B;Customer 8;United States
2019-05-07;5851,25;CHF;Product B;Customer 41;Switzerland
2019-07-12;744300;JPY;Product B;Customer 24;Japan
2019-09-06;739326,6;JPY;Product B;Customer 24;Japan
2019-07-18;6148,65;CAD;Product B;Customer 70;Canada
2019-01-17;6221,71;SGD;Product B;Customer 61;Signapore
2019-12-19;6956,76;CAD;Product B;Customer 23;Canada
2019-12-18;2527,66;EUR;Product B;Customer 71;Germany
2019-03-27;2925,69;CHF;Product B;Customer 85;Switzerland
2019-08-30;5807,19;CAD;Product B;Customer 70;Canada
2019-08-20;10878,17;AUD;Product B;Customer 86;Australia
2019-06-03;34360,31;DKK;Product B;Customer 69;Denmark
2019-03-12;431157,45;JPY;Product B;Customer 22;Japan
2019-01-24;4355,46;SGD;Product B;Customer 46;Signapore
2019-06-25;35811;CNY;Product B;Customer 11;China
2019-01-17;4909,93;CHF;Product B;Customer 24;Switzerland
2019-03-12;2308,65;GBP;Product B;Customer 74;United Kingdom
2019-01-25;2441,54;SGD;Product B;Customer 24;Signapore
2019-08-05;48307,5;CNY;Product B;Customer 40;China
2019-01-01;16305,14;SGD;Product B;Customer 84;Signapore
2019-04-25;66000;CNY;Product B;Customer 20;China
2019-07-08;3001,39;CHF;Product E;Customer 87;Switzerland
2019-09-27;1822,33;CHF;Product E;Customer 20;Switzerland
2019-12-23;435585,11;JPY;Product E;Customer 89;Japan
2019-12-10;197161,7;JPY;Product E;Customer 51;Japan
2019-04-21;4712,28;SGD;Product E;Customer 17;Signapore
2019-07-21;2664,24;CAD;Product E;Customer 6;Canada
2019-06-04;2009,17;CHF;Product E;Customer 52;Switzerland
2019-01-16;2241,08;GBP;Product E;Customer 67;United Kingdom
2019-12-20;12615;DKK;Product E;Customer 45;Denmark
2019-03-29;2343,72;EUR;Product E;Customer 56;Germany
2019-06-27;14154,64;CNY;Product E;Customer 58;China
2019-10-08;2780;CHF;Product E;Customer 62;Switzerland
2019-10-14;2541,52;EUR;Product E;Customer 24;Germany
2019-02-13;20984,31;DKK;Product E;Customer 15;Denmark
2019-03-14;1632,17;SGD;Product E;Customer 86;Signapore
2019-05-13;2292,8;USD;Product E;Customer 90;United States
2019-01-23;3043,05;CHF;Product E;Customer 48;Switzerland
2019-05-03;16669,29;CNY;Product E;Customer 60;China
2019-09-23;284579,79;JPY;Product E;Customer 87;Japan
2019-07-20;31152,86;CNY;Product E;Customer 36;China
2019-03-23;2843,07;AUD;Product E;Customer 50;Australia
2019-07-07;3710,98;USD;Product E;Customer 21;United States
2019-03-20;2241,73;GBP;Product E;Customer 61;United Kingdom
2019-06-12;2783,44;CHF;Product E;Customer 24;Switzerland
2019-10-22;2411,93;EUR;Product E;Customer 2;Germany
2019-06-02;3026,14;GBP;Product E;Customer 13;United Kingdom
2019-09-12;9650,57;CNY;Product E;Customer 71;China
2019-10-04;1329,94;GBP;Product D;Customer 41;United Kingdom
2019-01-27;1426,34;EUR;Product D;Customer 78;Germany
2019-06-27;162614,89;JPY;Product D;Customer 85;Japan
2019-09-01;6334,25;DKK;Product D;Customer 83;Denmark
2019-03-12;9014,13;DKK;Product D;Customer 5;Denmark
2019-05-17;1002,63;EUR;Product D;Customer 87;Germany
2019-06-17;837,91;EUR;Product D;Customer 40;Germany
2019-07-14;835,8;CHF;Product D;Customer 88;Switzerland
2019-04-27;1799,96;SGD;Product D;Customer 75;Signapore
2019-09-12;10962,29;CNY;Product D;Customer 26;China
2019-06-21;933,31;GBP;Product D;Customer 31;United Kingdom
2019-12-01;1337,62;GBP;Product D;Customer 80;United Kingdom
2019-12-01;1278,75;CHF;Product D;Customer 37;Switzerland
2019-06-25;9574,71;CNY;Product D;Customer 66;China
2019-09-22;6031,5;DKK;Product D;Customer 82;Denmark
2019-01-09;7814,21;CNY;Product D;Customer 40;China
2019-11-07;22620,29;CNY;Product D;Customer 78;China
2019-09-14;2977,33;SGD;Product D;Customer 85;Signapore
2019-09-13;182727,66;JPY;Product D;Customer 40;Japan
2019-11-29;29187,79;CNY;Product D;Customer 24;China
2019-01-28;748,58;CAD;Product D;Customer 36;Canada
2019-11-14;604,03;CHF;Product D;Customer 21;Switzerland
2019-08-09;18260,13;DKK;Product B;Customer 24;Denmark
2019-08-20;5156,15;CHF;Product B;Customer 28;Switzerland
2019-04-14;2694,17;SGD;Product B;Customer 75;Signapore
2019-10-09;27034,29;CNY;Product B;Customer 74;China
2019-03-09;298094,68;JPY;Product B;Customer 29;Japan
2019-11-08;3358,65;AUD;Product B;Customer 27;Australia
2019-04-06;4106,56;AUD;Product B;Customer 71;Australia
2019-11-07;8049,61;SGD;Product B;Customer 82;Signapore
2019-11-15;5138,72;SGD;Product B;Customer 48;Signapore
2019-10-23;4139,72;SGD;Product B;Customer 65;Signapore
2019-11-20;7088,37;AUD;Product B;Customer 76;Australia
2019-09-05;33836,79;CNY;Product B;Customer 73;China
2019-04-23;39445;DKK;Product B;Customer 24;Denmark
2019-03-07;2417,75;GBP;Product B;Customer 40;United Kingdom
2019-12-08;34267,07;CNY;Product B;Customer 40;China
2019-03-01;407700;JPY;Product B;Customer 1;Japan
2019-02-25;6272,27;CAD;Product B;Customer 16;Canada
2019-11-01;425559,57;JPY;Product B;Customer 79;Japan
2019-10-13;7196,97;CAD;Product B;Customer 18;Canada
2019-01-08;6414,85;SGD;Product B;Customer 63;Signapore
2019-06-15;338613,83;JPY;Product B;Customer 75;Japan
2019-01-26;2603,04;USD;Product B;Customer 2;United States
2019-08-05;1304,59;CHF;Product B;Customer 40;Switzerland
2019-03-03;12325,69;DKK;Product B;Customer 24;Denmark
2019-03-15;4100,59;GBP;Product B;Customer 24;United Kingdom
2019-10-02;3666,55;EUR;Product B;Customer 24;Germany
2019-11-13;17956,25;DKK;Product D;Customer 18;Denmark
2019-09-07;239753,19;JPY;Product D;Customer 9;Japan
2019-11-18;4832,59;CAD;Product D;Customer 26;Canada
2019-11-22;2824,25;EUR;Product D;Customer 21;Germany
2019-07-03;1811,4;USD;Product D;Customer 83;United States
2019-08-02;3027,64;GBP;Product D;Customer 28;United Kingdom
2019-01-06;18365,29;CNY;Product D;Customer 87;China
2019-12-19;535650;JPY;Product D;Customer 30;Japan
2019-03-04;2279;USD;Product D;Customer 88;United States
2019-03-16;4526,58;AUD;Product D;Customer 32;Australia
2019-05-25;4974,97;AUD;Product D;Customer 33;Australia
2019-07-26;24332,79;CNY;Product D;Customer 34;China
2019-05-11;4883,38;AUD;Product D;Customer 24;Australia
2019-03-22;5111,18;AUD;Product D;Customer 62;Australia
2019-01-20;6317,19;CAD;Product D;Customer 20;Canada
2019-12-20;1304,48;GBP;Product D;Customer 37;United Kingdom
2019-06-09;4458,1;EUR;Product D;Customer 92;Germany
2019-11-14;4642,46;SGD;Product D;Customer 39;Signapore
2019-08-23;4884,88;USD;Product D;Customer 40;United States
2019-04-22;5403,18;EUR;Product D;Customer 12;Germany
2019-10-15;6144,67;SGD;Product D;Customer 9;Signapore
2019-04-01;2651,47;CAD;Product D;Customer 26;Canada
2019-01-29;9643,66;AUD;Product D;Customer 24;Australia
2019-09-04;369872,34;JPY;Product D;Customer 42;Japan
2019-05-24;6468,46;AUD;Product D;Customer 40;Australia
2019-11-20;1904,24;EUR;Product D;Customer 57;Germany
2019-01-03;10361;DKK;Product E;Customer 87;Denmark
2019-09-05;2137,25;EUR;Product E;Customer 11;Germany
2019-01-02;4818,81;CAD;Product E;Customer 24;Canada
2019-01-18;17483,81;DKK;Product E;Customer 4;Denmark
2019-08-20;3237,93;EUR;Product E;Customer 6;Germany
2019-12-15;302127,66;JPY;Product E;Customer 45;Japan
2019-09-27;182580,85;JPY;Product E;Customer 11;Japan
2019-01-03;3834,64;SGD;Product E;Customer 62;Signapore
2019-08-30;2511,67;SGD;Product E;Customer 14;Signapore
2019-12-30;1450,32;EUR;Product E;Customer 15;Germany
2019-03-24;9318,75;DKK;Product E;Customer 86;Denmark
2019-08-06;1542,92;CHF;Product E;Customer 76;Switzerland
2019-08-02;3666,08;USD;Product E;Customer 48;United States
2019-07-09;3940,81;CAD;Product E;Customer 6;Canada
2019-09-22;2423,13;CHF;Product E;Customer 87;Switzerland
2019-06-08;360723,4;JPY;Product E;Customer 54;Japan
2019-05-15;4370,14;SGD;Product E;Customer 89;Signapore
2019-12-10;2199,3;AUD;Product E;Customer 21;Australia
2019-04-04;62747,5;DKK;Product E;Customer 15;Denmark
2019-07-13;3167;USD;Product E;Customer 24;United States
2019-04-14;3260,42;CHF;Product E;Customer 2;Switzerland
2019-04-26;3906,74;CHF;Product E;Customer 13;Switzerland
2019-09-30;4974,67;SGD;Product E;Customer 71;Signapore
2019-12-24;1972,23;CHF;Product B;Customer 67;Switzerland
2019-06-18;2905,72;AUD;Product B;Customer 68;Australia
2019-10-19;1581,2;GBP;Product B;Customer 40;United Kingdom
2019-07-25;213273,4;JPY;Product B;Customer 42;Japan
2019-04-25;1215,2;GBP;Product B;Customer 5;United Kingdom
2019-05-09;1956,83;EUR;Product B;Customer 43;Germany
2019-01-18;12449,5;DKK;Product B;Customer 7;Denmark
2019-08-18;20834;CNY;Product B;Customer 69;China
2019-08-21;1877,33;CHF;Product B;Customer 10;Switzerland
2019-06-09;3235,18;USD;Product B;Customer 70;United States
2019-01-19;219461,7;JPY;Product B;Customer 49;Japan
2019-02-16;3072,02;CHF;Product B;Customer 10;Switzerland
2019-12-20;5435,68;SGD;Product B;Customer 59;Signapore
2019-04-04;25776;CNY;Product B;Customer 72;China
2019-12-27;3263,7;CHF;Product B;Customer 70;Switzerland
2019-05-18;18477,71;CNY;Product B;Customer 17;China
2019-05-04;6602,07;SGD;Product B;Customer 69;Signapore
2019-05-10;23029,19;DKK;Product B;Customer 80;Denmark
2019-08-14;35721,25;DKK;Product B;Customer 46;Denmark
2019-12-21;329648,94;JPY;Product B;Customer 2;Japan
2019-01-05;19078;CNY;Product B;Customer 24;China
2019-02-17;548341,49;JPY;Product B;Customer 74;Japan
2019-11-14;34958,36;CNY;Product B;Customer 24;China
2019-07-03;3482,54;AUD;Product B;Customer 40;Australia
2019-02-25;4478,21;SGD;Product C;Customer 18;Signapore
2019-05-17;5093,78;SGD;Product C;Customer 63;Signapore
2019-01-03;29580,93;CNY;Product C;Customer 26;China
2019-10-04;2439,29;EUR;Product C;Customer 6;Germany
2019-08-16;2645,3;EUR;Product C;Customer 61;Germany
2019-08-23;18821,14;CNY;Product C;Customer 64;China
2019-06-27;259225,53;JPY;Product C;Customer 50;Japan
2019-10-11;28796;DKK;Product C;Customer 82;Denmark
2019-06-13;4863,5;CAD;Product C;Customer 31;Canada
2019-01-14;3417,33;EUR;Product C;Customer 65;Germany
2019-04-16;16035;CNY;Product C;Customer 66;China
2019-06-02;297127,66;JPY;Product C;Customer 40;Japan
2019-12-27;25835,25;DKK;Product C;Customer 35;Denmark
2019-10-05;414957,45;JPY;Product C;Customer 66;Japan
2019-08-26;2159,87;GBP;Product C;Customer 21;United Kingdom
2019-08-23;17157,64;CNY;Product C;Customer 19;China
2019-10-07;3068,37;AUD;Product C;Customer 38;Australia
2019-02-21;2921,33;CHF;Product C;Customer 16;Switzerland
2019-08-24;1863,21;GBP;Product C;Customer 32;United Kingdom
2019-06-07;2765,63;AUD;Product C;Customer 12;Australia
2019-03-26;6413,89;CAD;Product C;Customer 40;Canada
2019-02-18;5505,98;EUR;Product C;Customer 26;Germany
2019-05-07;4428;USD;Product C;Customer 24;United States
2019-01-07;5695,83;AUD;Product C;Customer 40;Australia
2019-02-28;288129,79;JPY;Product C;Customer 40;Japan
2019-05-02;4034,33;SGD;Product C;Customer 44;Signapore
2019-06-08;4935,94;SGD;Product C;Customer 15;Signapore
2019-05-21;2616,9;AUD;Product A;Customer 1;Australia
2019-06-08;17581,14;CNY;Product A;Customer 11;China
2019-11-06;3570,28;CAD;Product A;Customer 24;Canada
2019-04-09;2439,92;GBP;Product A;Customer 4;United Kingdom
2019-12-22;23174;CNY;Product A;Customer 6;China
2019-11-02;462889,36;JPY;Product A;Customer 8;Japan
2019-09-30;3168,84;EUR;Product A;Customer 45;Germany
2019-07-17;2475,27;USD;Product A;Customer 11;United States
2019-08-23;5645,26;CAD;Product A;Customer 58;Canada
2019-04-22;23444,86;CNY;Product A;Customer 62;China
2019-08-10;3489,03;AUD;Product A;Customer 14;Australia
2019-01-14;13456,64;CNY;Product A;Customer 15;China
2019-12-02;2881,05;GBP;Product A;Customer 16;United Kingdom
2019-09-17;3967,89;SGD;Product A;Customer 76;Signapore
2019-02-12;1653,31;EUR;Product A;Customer 48;Germany
2019-08-03;37895,43;CNY;Product A;Customer 19;China
2019-04-30;305952,13;JPY;Product A;Customer 1;Japan
2019-07-01;9130,77;AUD;Product A;Customer 54;Australia
2019-02-20;23336,38;DKK;Product A;Customer 89;Denmark
2019-11-14;9262,68;AUD;Product A;Customer 74;Australia
2019-12-06;8823,99;SGD;Product A;Customer 15;Signapore
2019-08-01;3866,3;CHF;Product A;Customer 27;Switzerland
2019-11-08;4303,97;EUR;Product A;Customer 13;Germany
2019-04-05;6617,5;SGD;Product A;Customer 71;Signapore
2019-09-09;7332,19;DKK;Product A;Customer 67;Denmark
2019-07-18;147282,98;JPY;Product A;Customer 68;Japan
2019-03-07;1229,25;CHF;Product A;Customer 40;Switzerland
2019-10-12;7927,14;CNY;Product A;Customer 4;China
2019-01-26;1147,22;CHF;Product A;Customer 5;Switzerland
2019-01-06;1458,56;AUD;Product A;Customer 43;Australia
2019-04-08;9660,25;DKK;Product A;Customer 7;Denmark
2019-12-01;1308,22;EUR;Product A;Customer 24;Germany
2019-08-12;2340,32;CAD;Product A;Customer 10;Canada
2019-06-27;1569,9;CHF;Product A;Customer 7;Switzerland
2019-01-19;968,5;CHF;Product A;Customer 12;Switzerland
2019-12-23;2414;SGD;Product A;Customer 10;Signapore
2019-04-07;603,52;CHF;Product A;Customer 59;Switzerland
2019-02-28;7060,5;CNY;Product A;Customer 72;China
2019-03-09;2051,5;CAD;Product A;Customer 16;Canada
2019-09-04;107846,81;JPY;Product A;Customer 17;Japan
2019-04-04;1336,03;EUR;Product A;Customer 69;Germany
2019-09-22;6927,38;DKK;Product A;Customer 80;Denmark
2019-04-27;5698;SGD;Product A;Customer 46;Signapore
2019-06-29;5229,8;AUD;Product A;Customer 2;Australia
2019-12-23;2131,75;AUD;Product A;Customer 24;Australia
2019-04-30;1997,79;EUR;Product A;Customer 68;Germany
2019-11-27;20615;DKK;Product A;Customer 24;Denmark
2019-04-29;194357,45;JPY;Product A;Customer 40;Japan
2019-01-19;1676,25;SGD;Product A;Customer 23;Signapore
2019-05-07;2252,3;CAD;Product C;Customer 24;Canada
2019-09-01;9752,75;DKK;Product C;Customer 63;Denmark
2019-10-11;14610,94;DKK;Product C;Customer 75;Denmark
2019-08-07;1022;CHF;Product C;Customer 74;Switzerland
2019-12-09;16361,56;DKK;Product C;Customer 61;Denmark
2019-05-25;13797;DKK;Product C;Customer 27;Denmark
2019-03-09;4458,45;AUD;Product C;Customer 50;Australia
2019-02-03;1917,97;CHF;Product C;Customer 82;Switzerland
2019-02-14;1194,21;EUR;Product C;Customer 48;Germany
2019-01-19;1397,95;EUR;Product C;Customer 65;Germany
2019-07-08;2720,63;AUD;Product C;Customer 83;Australia
2019-08-18;1681,8;CAD;Product C;Customer 40;Canada
2019-12-15;181329,79;JPY;Product C;Customer 24;Japan
2019-04-14;2469,3;AUD;Product C;Customer 66;Australia
2019-06-04;11905;CNY;Product C;Customer 40;China
2019-01-29;2409,7;AUD;Product C;Customer 19;Australia
2019-10-22;247500;JPY;Product C;Customer 1;Japan
2019-03-18;14475;DKK;Product C;Customer 16;Denmark
2019-06-12;1488,88;EUR;Product C;Customer 32;Germany
2019-06-30;12456,51;AUD;Product C;Customer 18;Australia
2019-01-14;257872,34;JPY;Product C;Customer 40;Japan
2019-02-22;2132,63;SGD;Product C;Customer 75;Signapore
2019-12-30;5006,83;GBP;Product C;Customer 2;United Kingdom
2019-09-30;1846,39;SGD;Product C;Customer 40;Signapore
2019-01-24;181038,3;JPY;Product C;Customer 24;Japan
2019-05-09;1779,31;GBP;Product C;Customer 24;United Kingdom
2019-09-29;1250,41;CAD;Product C;Customer 24;Canada
2019-11-18;415,63;EUR;Product C;Customer 15;Germany
2019-07-15;20172,69;DKK;Product G;Customer 24;Denmark
2019-02-07;2410,23;AUD;Product G;Customer 91;Australia
2019-07-25;2893,46;AUD;Product G;Customer 75;Australia
2019-03-04;2699,95;EUR;Product G;Customer 40;Germany
2019-09-08;1556,81;CHF;Product G;Customer 29;Switzerland
2019-05-01;2027,03;EUR;Product G;Customer 27;Germany
2019-03-21;1108,66;GBP;Product G;Customer 71;United Kingdom
2019-12-13;3396,67;SGD;Product G;Customer 82;Signapore
2019-05-12;1420,82;GBP;Product G;Customer 48;United Kingdom
2019-02-11;2003,74;GBP;Product G;Customer 65;United Kingdom
2019-10-21;1467,22;SGD;Product G;Customer 76;Signapore
2019-10-08;3890,83;SGD;Product G;Customer 73;Signapore
2019-02-15;2761,67;SGD;Product G;Customer 74;Signapore
2019-04-09;20773,93;CNY;Product G;Customer 19;China
2019-06-17;3024,51;AUD;Product G;Customer 40;Australia
2019-05-25;1944,1;CHF;Product G;Customer 1;Switzerland
2019-04-29;1822,98;GBP;Product G;Customer 78;United Kingdom
2019-08-26;3232,15;SGD;Product G;Customer 79;Signapore
2019-01-19;38410;CNY;Product G;Customer 18;China
2019-06-21;2067,72;GBP;Product G;Customer 63;United Kingdom
2019-02-19;6120;SGD;Product G;Customer 24;Signapore
2019-12-02;5812,46;CAD;Product G;Customer 2;Canada
2019-07-12;21332,14;CNY;Product G;Customer 40;China
2019-06-04;1587,08;USD;Product G;Customer 24;United States
2019-06-30;2547,04;AUD;Product G;Customer 24;Australia
2019-08-21;1193,04;USD;Product G;Customer 14;United States
2019-03-23;24309,64;CNY;Product C;Customer 18;China
2019-10-01;9849,75;DKK;Product C;Customer 40;Denmark
2019-11-19;2296,06;AUD;Product C;Customer 26;Australia
2019-12-27;10633;DKK;Product C;Customer 6;Denmark
2019-07-08;2639,65;CHF;Product C;Customer 27;Switzerland
2019-06-12;2692,06;USD;Product C;Customer 64;United States
2019-08-03;1874,5;EUR;Product C;Customer 50;Germany
2019-03-21;2730,48;EUR;Product C;Customer 30;Germany
2019-12-20;2142,66;USD;Product C;Customer 31;United States
2019-10-23;1667,34;GBP;Product C;Customer 32;United Kingdom
2019-11-08;2086,16;EUR;Product C;Customer 66;Germany
2019-04-29;15651,43;CNY;Product C;Customer 40;China
2019-04-05;3043,04;USD;Product C;Customer 35;United States
2019-05-22;1705,83;SGD;Product C;Customer 36;Signapore
2019-04-08;1847,71;SGD;Product C;Customer 21;Signapore
2019-12-08;19946,57;CNY;Product C;Customer 19;China
2019-12-20;1807,87;GBP;Product C;Customer 38;United Kingdom
2019-03-27;2070,43;GBP;Product C;Customer 39;United Kingdom
2019-11-18;1648,41;EUR;Product C;Customer 32;Germany
2019-05-26;11402;SGD;Product C;Customer 12;Signapore
2019-07-03;3377,46;SGD;Product C;Customer 9;Signapore
2019-10-29;2907,4;CHF;Product C;Customer 26;Switzerland
2019-01-01;7874,5;SGD;Product C;Customer 24;Signapore
2019-08-18;4389,24;SGD;Product C;Customer 43;Signapore
2019-03-11;9577,01;AUD;Product C;Customer 40;Australia
2019-08-17;2593,5;SGD;Product C;Customer 44;Signapore
2019-07-22;3805,69;AUD;Product C;Customer 24;Australia
2019-02-12;15039,75;DKK;Product D;Customer 87;Denmark
2019-08-04;222837,23;JPY;Product D;Customer 11;Japan
2019-06-15;297648,94;JPY;Product D;Customer 24;Japan
2019-01-28;2273,89;SGD;Product D;Customer 91;Signapore
2019-02-16;3213,96;AUD;Product D;Customer 6;Australia
2019-08-02;1989;EUR;Product D;Customer 45;Germany
2019-05-28;1138,62;EUR;Product D;Customer 11;Germany
2019-11-28;3571,38;CAD;Product D;Customer 58;Canada
2019-05-20;21864,29;CNY;Product D;Customer 62;China
2019-10-14;2930;CHF;Product D;Customer 24;Switzerland
2019-11-14;2522,76;AUD;Product D;Customer 15;Australia
2019-05-29;3528,45;EUR;Product D;Customer 86;Germany
2019-09-03;2068,89;CHF;Product D;Customer 76;Switzerland
2019-12-07;4278,65;AUD;Product D;Customer 48;Australia
2019-03-10;1314,67;CHF;Product D;Customer 60;Switzerland
2019-05-06;2632,54;CAD;Product D;Customer 87;Canada
2019-07-30;14420,25;DKK;Product D;Customer 54;Denmark
2019-02-04;1401,89;GBP;Product D;Customer 89;United Kingdom
2019-03-29;22151,06;DKK;Product D;Customer 21;Denmark
2019-05-15;3619,44;USD;Product D;Customer 15;United States
2019-01-19;5442,99;SGD;Product D;Customer 22;Signapore
2019-12-18;2004,08;CAD;Product D;Customer 2;Canada
2019-09-24;512687,23;JPY;Product D;Customer 13;Japan
